,utterance,intentClass,score
7049,he will come [SEPA] wait pls,O,0.010166884
7050,invoker de adorno,O,0.057669
7051,no problem bounty [SEPA] ta denied the ward.,O,0.43200877
7052,gg wp report invoker for losing against bane,E,0.0657771
7053,lol,O,0.003834314
7054,i thought he dc out of the PC,O,0.013065994
7055,gg,O,0.003705064
7056,matrix [SEPA] kk,O,0.028295334
7057,lololol [SEPA] hahahahahahaha [SEPA] fucking pro play,E,0.97920907
7058,lets pray to vovlo and gaben he recons,O,0.038208965
7059,gg,O,0.003705064
7060,ye,O,0.004787182
7061,very plausible,O,0.014882087
7062,g,A,0.004313199
7063,report this sniper pls,A,0.044949703
7064,EZ BOT AM,I,0.9899132
7065,gj lion :D,O,0.012008646
7066,I HAVENT [SEPA] SEEN [SEPA] WORST [SEPA] Fucking pussy  [SEPA] Players in my life [SEPA] THEY ARE RUNING AWAY [SEPA] FOR NO REASON,E,0.9847248
7067,yea go you uselses shit,E,0.97998136
7068,feel so good,O,0.040537316
7069,what mmr are we in?,O,0.019573586
7070,Lmao queue on west [SEPA] ?,O,0.017235901
7071,ez,I,0.9906709
7072,hahaha,O,0.006264759
7073,gg,O,0.003705064
7074,did we win?,O,0.004879947
7075,es dont fight es pls [SEPA] Brother,O,0.057730485
7076,+,O,0.00615749
7077,bain [SEPA] we all report bain,A,0.016288543
7078,hmmmmmmmmmmmmmmm,O,0.034011193
7079,say hehehe now,O,0.008475076
7080,im friendly man,O,0.034939315
7081,eat dagon,I,0.047555886
7082,peace on earth pls,O,0.019541087
7083,? [SEPA] ?,O,0.006988173
7084,lmao,O,0.006989517
7085,NC TREDE,O,0.01025722
7086,WHAT A TRASH,E,0.93695563
7087,FU [SEPA] i agree [SEPA] i dont know why he dont fight [SEPA] we can win fight and push [SEPA] same,I,0.060533512
7088,ty all,O,0.01028616
7089,"yeah, garbage supports",E,0.59778625
7090,imba hero,O,0.0515785
7091,4k alch buying armlet against aa,I,0.09636633
7092,lmao [SEPA] Wow,O,0.009775642
7093,congratulations [SEPA] you can play alch,O,0.04986389
7094,come [SEPA] rtop,O,0.020274106
7095,y u no def?,O,0.025361847
7096,ES,O,0.005062234
7097,"lmao talking shit, and then losing",E,0.9660406
7098,gege,O,0.008831371
7099,he may be with you in next game,O,0.018436475
7100,go sleep,O,0.10089904
7101,alchemist can u delete ur account pls?,I,0.588714
7102,"let me afk farm in peace, please",O,0.012370786
7103,ALCH 0/13 [SEPA] ALCHE 0/13,I,0.84911245
7104,haha,O,0.005444543
7105,#NUKEPERU,E,0.045722254
7106,nice relocate,O,0.0067172
7107,load,O,0.048400123
7108,hahahah,O,0.006257259
7109,commend me,A,0.012103174
7110,ff pls,O,0.008343156
7111,this shit team [SEPA] im realy considering,E,0.9780687
7112,? [SEPA] mad,O,0.1442459
7113,y u hoes all bot,O,0.11303346
7114,Bad randoms,O,0.28992927
7115,:(((,O,0.006344237
7116,mid too fail hahahaha,I,0.042052206
7117,mueren 2 !! hahahah,O,0.00565597
7118,theese motherfuckers,E,0.7779465
7119,jugg fed u,O,0.4113618
7120,???,O,0.006783488
7121,yeah i am,O,0.024759123
7122,he has rapier,O,0.026415866
7123,commend me,A,0.012103174
7124,he afk,A,0.009247977
7125,thank you!!! ^_^,O,0.006471398
7126,lol,O,0.003834314
7127,hahahahah 3times nub,O,0.03695904
7128,dieback,O,0.14113517
7129,ggwp,O,0.003610623
7130,URSA COME !V!,O,0.011113997
7131,oui oui,O,0.0084476
7132,wish our medusa and slark knew how to play,O,0.027923318
7133,XD [SEPA] XD,O,0.008609086
7134,wp lc but poor network,O,0.042694975
7135,1st hit bash is a must,O,0.01791195
7136,vueki [SEPA] ff,O,0.027353695
7137,rekt,O,0.044940688
7138,all of them [SEPA] XD,O,0.010503583
7139,gg wp,O,0.004298163
7140,? [SEPA] wahts' going on,O,0.00856654
7141,abddon,O,0.007625348
7142,sec plz,O,0.025772886
7143,qop [SEPA] see,O,0.018826218
7144,GGWP,O,0.003610623
7145,gg [SEPA] haha,O,0.005128797
7146,i left it there,O,0.007131318
7147,kek?,O,0.00736744
7148,babe,O,0.020453809
7149,can you pause in 55 seconds? [SEPA] HES DEAD [SEPA] FOR A MINUTE,A,0.04626254
7150,hard,O,0.027850045
7151,say ty to dusa,O,0.012308743
7152,burden from our carries,O,0.040597923
7153,4k mmr,O,0.27288035
7154,lel,O,0.004434214
7155,:D [SEPA] well yolo,O,0.010021332
7156,im even annoyed,O,0.024524748
7157,report sf,A,0.019003164
7158,CM IS JUST TOO GOOD,O,0.015235689
7159,Commdnd Doom ?,A,0.017116567
7160,CALLATE MRD,O,0.0312784
7161,lol tiger,O,0.010270202
7162,GGWP,O,0.003610623
7163,bottle,O,0.09354692
7164,reported clock [SEPA] ty,A,0.020100258
7165,gg,O,0.003705064
7166,so ez bot lane,I,0.9866028
7167,gg,O,0.003705064
7168,ez dual top,I,0.9847135
7169,ggwp [SEPA] happy def,O,0.03725227
7170,my English is bad,O,0.5489737
7171,give farm oso lose,O,0.061977975
7172,HAHAHA,O,0.006264759
7173,one moron can lose a game,E,0.08607123
7174,push pussy,E,0.9173741
7175,oh yes u will,O,0.012004053
7176,he is retard,E,0.95974904
7177,ahahaha [SEPA] stupid,E,0.9629846
7178,ez,I,0.9906709
7179,ORLF [SEPA] DUDE THIS LION [SEPA] ACCOUNT BUYER [SEPA] TMOHER FUCKER [SEPA] FUCKING ACCOUNT BUYERS,E,0.9746446
7180,people [SEPA] like what the fuck do even do [SEPA] with people like this,E,0.9661211
7181,after every fight we saw internal flaming into the pub spiral [SEPA] can't win when people think the game is lost :/,O,0.13166213
7182,GG WPP,O,0.005076743
7183,good on him,O,0.00769969
7184,lolk,O,0.03362979
7185,u lile this [SEPA] u shit [SEPA] stfu [SEPA] ezi katkas,E,0.9882075
7186,worth 100%,O,0.062072672
7187,A,O,0.009071642
7188,ahahasha,O,0.00680012
7189,randomed&,O,0.06818871
7190,so?,O,0.00689439
7191,wr says he's not a carry LOL [SEPA] jesus,O,0.029625494
7192,hahah [SEPA] 0-9 lina [SEPA] report pls,I,0.3185574
7193,IM not defing faggot,E,0.61732244
7194,ez,I,0.9906709
7195,like dog biscuit,E,0.415932
7196,yea,O,0.005192353
7197,go vse [SEPA] poocheredi [SEPA] a to sam [SEPA] voker [SEPA] 0,O,0.120027326
7198,but the dickriding?,E,0.177137
7199,gg,O,0.003705064
7200,its gg silence,O,0.006855218
7201,bes void eu  [SEPA] best*,O,0.17758706
7202,ez [SEPA] GG [SEPA] GG WP [SEPA] ez top,I,0.98664564
7203,gg wp [SEPA] mirana 0 arrow's,O,0.014960424
7204,GG,O,0.003705064
7205,i think gg,O,0.009086875
7206,OMG :D,O,0.006774626
7207,PRO?,O,0.009474041
7208,pls,O,0.005020918
7209,"10 liao, lets go",O,0.087338276
7210,Can u guys just en dmid? [SEPA] pls? [SEPA] End this shit,E,0.95906943
7211,? [SEPA] ? [SEPA] ?,O,0.009336918
7212,Idk why my team is so fucking stupid [SEPA] Why give up [SEPA] So early [SEPA] When game is pretty even,E,0.98364615
7213,so pro,O,0.010073863
7214,lol,O,0.003834314
7215,ggwp!!!!,O,0.009257319
7216,CAn u guys end ?,O,0.03960168
7217,HOW BORING PISTE,I,0.1060722
7218,whatever,O,0.008333091
7219,dat snowball,O,0.084303804
7220,frm 5.5 drop until 4.9,O,0.20011051
7221,which is bad [SEPA] haahha,O,0.13504556
7222,RIP DEVIL,O,0.25633335
7223,report slark,A,0.029237201
7224,its ok tho im on asmruf,O,0.009094805
7225,HEHE,O,0.006088088
7226,im not,O,0.01064906
7227,ty,O,0.006772118
7228,can i rec?,A,0.007938238
7229,EPIC~,O,0.010042537
7230,...,O,0.005191237
7231,gg wp,O,0.004298163
7232,i report wk [SEPA] commend me,A,0.018088268
7233,SPACE CREATED :D,O,0.006951888
7234,,O,0.004165188
7235,yep,O,0.007196577
7236,NI4EGO NE PIWI,O,0.49678698
7237,rune whore [SEPA] died,O,0.6411433
7238,done,O,0.008000121
7239,g,A,0.004313199
7240,nice manner [SEPA] rofl,O,0.020333806
7241,lol,O,0.003834314
7242,rly,O,0.006338888
7243,fucking scrub cunt,E,0.98976386
7244,ds hasnt got vacuume or his ult,O,0.05276189
7245,IDK either :D [SEPA] hahaha [SEPA] can't talk too big for ya [SEPA] you're strong than me,O,0.047232073
7246,AHAAHAHAHAH :),O,0.006713596
7247,nub [SEPA] viper,O,0.03401303
7248,RIP TA ^^,O,0.00655772
7249,gg,O,0.003705064
7250,LOL,O,0.003834314
7251,Cunty combo of annoyance.,O,0.055236038
7252,OLOL [SEPA] COME [SEPA] ?,O,0.010816434
7253,not even aegis,O,0.01311971
7254,ofc its easy,O,0.027133675
7255,oi [SEPA] ougna [SEPA] pugna,O,0.017226802
7256,dr coming,O,0.007170134
7257,Ruh roh,O,0.010301681
7258,gg wp ta,O,0.004279165
7259,sven no help all game but this fucking farm will kill you,E,0.9797075
7260,ROFL [SEPA] 30 mins of farm for,O,0.05153617
7261,:DDDDDDD,O,0.03139041
7262,this gun be gud,O,0.026178632
7263,end,O,0.005261279
7264,cancer faggot lane,I,0.78843564
7265,Whthapnd,O,0.006421315
7266,lel,O,0.004434214
7267,When is that draw,O,0.021435855
7268,"It's a shame dota is a team game then, troll",E,0.19386755
7269,GGWP LAG,O,0.003520085
7270,SAY HIIII,O,0.009633229
7271,can you report this qoq so that he can meet his lina friend again?,E,0.020918233
7272,fake,O,0.038892683
7273,ez mmr,I,0.9898437
7274,u belong,O,0.02522073
7275,haha,O,0.005444543
7276,ROFL,O,0.008073466
7277,dude [SEPA] i killed him,O,0.047160614
7278,captain quite already,O,0.0142493
7279,noob riki,E,0.985355
7280,yeah,O,0.01935722
7281,i m also 1k mmr,O,0.10470286
7282,Rat dota,O,0.017416688
7283,no :[,O,0.012490464
7284,GOOD,O,0.007713335
7285,Scare lycane [SEPA] not free for all [SEPA] if you scare [SEPA] as u like [SEPA] as u do,O,0.13784412
7286,that 1st minute fight,O,0.01943513
7287,:D,O,0.004515493
7288,"oh well, ez sb at least",I,0.97776616
7289,SPACE              CREATED,O,0.009002999
7290,gg wp,O,0.004298163
7291,what,O,0.005945568
7292,U SUCK,E,0.974177
7293,Ward kos madara,O,0.23211068
7294,:),O,0.005566981
7295,yeah it has been [SEPA] you are scary as fk,O,0.51417935
7296,gg,O,0.003705064
7297,for? [SEPA] got see es stun?,O,0.00516755
7298,i havn't played in like 3 months,O,0.037603267
7299,can i ask,A,0.013984876
7300,b,O,0.005477437
7301,WP,O,0.004130142
7302,GUESS U ARE A BETTER SERINITY THAN ME,O,0.11182187
7303,pilde raka,O,0.025331741
7304,geez. learn to relax man,O,0.110727295
7305,LMAO [SEPA] dat es stun,O,0.015920363
7306,creep? [SEPA] u died in less than 3 secs [SEPA] u russian pleb,E,0.46781224
7307,should rmk :))),O,0.012883569
7308,i killed it,O,0.019058004
7309,why u wan remake [SEPA] its ok he rc,A,0.06597809
7310,idiot,E,0.98395467
7311,hey girl how long time ?,O,0.029928537
7312,rq?,O,0.01553009
7313,xx,O,0.005012077
7314,hahaha [SEPA] creep ¿?,O,0.037072904
7315,you know.. you have too much carry,O,0.015708825
7316,LUSER,O,0.013413297
7317,lag [SEPA] 1 moment,A,0.008873799
7318,senk [SEPA] report snaiper [SEPA] afk,A,0.03241588
7319,OT MENYA,O,0.009455649
7320,deward botm lane pls noob tide [SEPA] in rune ward,O,0.96827465
7321,Reported,A,0.016255112
7322,report sand king [SEPA] for being a cunt [SEPA] cheers,E,0.07073722
7323,lel,O,0.004434214
7324,di posla,O,0.013533562
7325,pls finish [SEPA] its hard with 3 idiot,O,0.97550005
7326,nice dd,O,0.009885371
7327,hi [SEPA] your cute,O,0.07844198
7328,the fuck,E,0.9765876
7329,sht,E,0.007764653
7330,this np [SEPA] report plz [SEPA] :)),A,0.053067252
7331,2gud,O,0.026825882
7332,noob anti mage ever saw,E,0.98786294
7333,no,O,0.010562891
7334,this lion is a braindead mobkey i swear [SEPA] Pls 9 reports for lion,E,0.719175
7335,lo,O,0.00451324
7336,gg wp,O,0.004298163
7337,TAKE ME HOME [SEPA] COUNTRY ROAD,O,0.022346511
7338,can u just leave invoker? piss off plz,E,0.90915334
7339,really ?,O,0.009990501
7340,gg [SEPA] tard team,O,0.22238076
7341,what are you gonna do with a midas u fucking idiot,E,0.9882758
7342,nice war [SEPA] ward,O,0.02182645
7343,u were busy chasing me in first 10 mins,O,0.041084915
7344,FOR RAZE [SEPA] JOKE ? [SEPA] HAHAHAH,O,0.06016766
7345,30,A,0.010124342
7346,rofl,O,0.008073466
7347,how long,O,0.005934938
7348,relax bro [SEPA] your typing is a bit shite,E,0.957285
7349,haha [SEPA] dont def pls,O,0.018792268
7350,def,O,0.011608255
7351,hes fucking garbage,E,0.9880121
7352,gg wp,O,0.004298163
7353,bg,O,0.005414094
7354,Worth,O,0.012133817
7355,gg,O,0.003705064
7356,haha,O,0.005444543
7357,rofl,O,0.008073466
7358,),O,0.005761871
7359,reason.com?,O,0.010156279
7360,ekkk nvm,O,0.02592468
7361,wp,O,0.004130142
7362,look at my moonwalk [SEPA] commend it,A,0.011789548
7363,WP GG [SEPA] fuck rustards [SEPA] LOL,O,0.96526426
7364,wow,O,0.006569161
7365,haha,O,0.005444543
7366,shut up idiot,E,0.98144
7367,wp enigma,O,0.010460376
7368,he didnt get [SEPA] mid,O,0.017731514
7369,XD,O,0.005783994
7370,hahaha [SEPA] GG,O,0.005641668
7371,gg,O,0.003705064
7372,f,O,0.004910079
7373,... [SEPA] riperino,O,0.025398074
7374,I actually did shit that game,E,0.9638223
7375,slow,O,0.009836759
7376,sk afk lich,A,0.014361538
7377,yeah probably,O,0.02142075
7378,wp,O,0.004130142
7379,haha,O,0.005444543
7380,rs come,O,0.009531357
7381,wait mouse problem,O,0.03458198
7382,wp,O,0.004130142
7383,0 11,I,0.58503395
7384,stop your mother,E,0.5690096
7385,worth?,O,0.009605329
7386,Report [SEPA] sf [SEPA] 4k scrub,A,0.548595
7387,See i'm dead right? [SEPA] jk,O,0.023868162
7388,lol,O,0.003834314
7389,GG,O,0.003705064
7390,g,A,0.004313199
7391,i guess u dont',O,0.015323519
7392,gg [SEPA] go end,O,0.008316415
7393,ya [SEPA] we hv problem net,O,0.04262012
7394,TA is useless against our line up,E,0.3511079
7395,just tell them dont random la  [SEPA] too noob,E,0.9865224
7396,wr said it's ok to resume,O,0.00625564
7397,HAHAHAHA,O,0.006988448
7398,take life 1 step at a time [SEPA] try breathing through your nose,O,0.4535326
7399,"Magnus, Mirana and Sven, reported.",A,0.01898672
7400,so this team cant do a shit without me [SEPA] hahaha,E,0.9761597
7401,19%,O,0.057443894
7402,whats that DP ? xD,O,0.006101242
7403,so why [SEPA] LEL,O,0.005596993
7404,ggwp,O,0.003610623
7405,Asad:D:D,O,0.009824432
7406,),O,0.005761871
7407,MY VENO [SEPA] IT WAS MY KILL [SEPA] VENO [SEPA] U DONT DESERVE THIS [SEPA] UR ONLY LUCKY U HAVE CLOCK WERK ON UR TEAM XD [SEPA] AND THAT GOES FOR ALL OF U [SEPA] lol,O,0.25127923
7408,why dont u call out to da fall out,O,0.01875682
7409,lucky dog,O,0.90352684
7410,Ty,O,0.006772118
7411,hehe [SEPA] EZ,I,0.9884179
7412,oops veno is gone,O,0.026697485
7413,w8 [SEPA] wtf is happen here [SEPA] 26 min?,A,0.013492931
7414,gg,O,0.003705064
7415,ez? 44 min,I,0.98891455
7416,sorry,O,0.012316757
7417,we had 2 idiots with dagon,E,0.65281147
7418,I'm willing to wait a few minutes instead of waiting 20 more to get into another game,A,0.023751851
7419,Wp,O,0.004130142
7420,lol,O,0.003834314
7421,so? [SEPA] everyone had bad game,O,0.071746476
7422,lucky,O,0.045037318
7423,:V,O,0.005727126
7424,u guys need to sop playign dota,O,0.0773199
7425,=),O,0.007486408
7426,Sexy arrow,O,0.103329666
7427,anal,O,0.01498665
7428,money money,O,0.16386963
7429,BLADEMAIL DAZZLE :DDD,O,0.042839974
7430,life sucks hu?,E,0.93960476
7431,ez,I,0.9906709
7432,and axe [SEPA] holy cunt [SEPA] you're dog shit as well wr [SEPA] i am sickened by the fact i had to play with you,E,0.9737951
7433,keep playing like that [SEPA] thats how,O,0.022789257
7434,so shut up [SEPA] 1vs5,E,0.24661206
7435,boy intro kasi tusk namin,O,0.104210764
7436,pls report riki so much fucking noob,E,0.9918578
7437,report ember please,A,0.059945505
7438,so noob,E,0.9849125
7439,learn item builds pl,O,0.045995887
7440,ggwp [SEPA] commend,O,0.009354299
7441,:D,O,0.004515493
7442,fuck,E,0.9805845
7443,funny that 0-3 wk randomer says that,I,0.32439402
7444,k g,A,0.004369249
7445,was I close,O,0.006514014
7446,0 clock 0 [SEPA] 0 ult [SEPA] how is this possible [SEPA] hmm  [SEPA] random  [SEPA] alright,O,0.35937577
7447,just feed [SEPA] could u pls [SEPA] report slark,I,0.150665
7448,but he noob,E,0.98410404
7449,ow,O,0.018521199
7450,lol,O,0.003834314
7451,:(,O,0.005048235
7452,wow thats messed up,O,0.48203588
7453,1 afk,A,0.034658685
7454,XD,O,0.005783994
7455,that golems dop [SEPA] like a mini doom,O,0.035677064
7456,u misplayed alot,O,0.7330797
7457,DUDE| [SEPA] DUDE,O,0.091118604
7458,gg,O,0.003705064
7459,gg,O,0.003705064
7460,24 [SEPA] 90,O,0.086088955
7461,+,O,0.00615749
7462,stfu [SEPA] you said that all game [SEPA] Just play,E,0.6915266
7463,lich with battle fury Z,O,0.013416896
7464,i fucking lag [SEPA] dont ss [SEPA] spectre,E,0.9749808
7465,same,O,0.006229623
7466,"its 21mins, its recorded! bitch",E,0.9735435
7467,nagbayag mabisinakun,O,0.031268764
7468,wp team,O,0.02307378
7469,lancau!,O,0.004489812
7470,1 min,O,0.017662944
7471,Ez,I,0.9906709
7472,deny your tower,O,0.013572756
7473,hahah,O,0.005882741
7474,AEGIS [SEPA] dont help,O,0.016969314
7475,There was once upon a time,O,0.007751381
7476,haha [SEPA] yeah,O,0.016296102
7477,no justice for this dawn,O,0.047355622
7478,not if ursa gets REALLY big,O,0.082760885
7479,lol,O,0.003834314
7480,commend me,A,0.012103174
7481,2-8?,I,0.71579164
7482,gg wp.,O,0.004304692
7483,drug pusher complete it,O,0.7518383
7484,when i can see my cs [SEPA] u dumb fucking retard,E,0.9890618
7485,afk ?,A,0.00745441
7486,timber cant do anything,O,0.040043607
7487,lol,O,0.003834314
7488,"wow.,.. haha",O,0.007203477
7489,sad,O,0.01009729
7490,good memes,O,0.014539911
7491,outplayed.,O,0.011794443
7492,your mother is easy,E,0.6129876
7493,i came for cm [SEPA] got ass fingered [SEPA] 10/10 would come again,O,0.69857854
7494,how have i died [SEPA] 3 times,O,0.013573357
7495,gg w [SEPA] gg wp [SEPA] dunno,O,0.013161177
7496,what are you talking?,O,0.021576075
7497,coz i dont have bae,O,0.35295814
7498,one minutes [SEPA] please [SEPA] ty,O,0.023980528
7499,why are u even tlaking,O,0.030109262
7500,team so RETARD,E,0.961119
7501,"I gotta pick slardar, slardar owning my teams today",O,0.05477535
7502,wp,O,0.004130142
7503,gg,O,0.003705064
7504,and you are 7k losing at 3k,E,0.23487869
7505,haha,O,0.005444543
7506,gg,O,0.003705064
7507,idk about peruvian apes they r just trash,E,0.9659513
7508,like my dick sack,E,0.92826724
7509,GG [SEPA] Wew,O,0.005079319
7510,maybe black out,O,0.014159055
7511,fuck you,E,0.97931457
7512,train harder,E,0.25199378
7513,peru?,E,0.46090117
7514,+,O,0.00615749
7515,BANE MY FRIENDS,O,0.15707736
7516,gg abba,O,0.036047075
7517,the age of king has ended,O,0.017768078
7518,kek,O,0.006682673
7519,retard invo,E,0.954939
7520,wb [SEPA] |i still want mmr,O,0.05052195
7521,NICE JUGGER FARM AND FARM,O,0.41460645
7522,WP SNIPER [SEPA] WP,O,0.05663129
7523,bad samuel [SEPA] BAD SAMUEL [SEPA] AND SLARK LIAR,O,0.18946251
7524,WTf,O,0.006190833
7525,can u leave plz and save us time <3,I,0.08520892
7526,he has 100!,O,0.013343215
7527,just oen bash [SEPA] thas all i ask,O,0.015314996
7528,sure,O,0.010359842
7529,yes,O,0.00538252
7530,b,O,0.005477437
7531,ggwp,O,0.003610623
7532,GG?,O,0.00385216
7533,TEAMM8,O,0.035310887
7534,ez mid,I,0.9909566
7535,y bother?,O,0.005325844
7536,come on [SEPA] AA Is still afk,A,0.01970788
7537,report gyro pls,A,0.013707459
7538,lol [SEPA] end it [SEPA] end please,O,0.008616379
7539,EZ [SEPA] EZ,I,0.9909566
7540,XD [SEPA] i seexy and i know it [SEPA] XD,O,0.019640561
7541,pugna carry [SEPA] wp [SEPA] report PA,A,0.033114094
7542,we won,O,0.004126401
7543,wow....,O,0.007161144
7544,no 1 assist [SEPA] ^^,I,0.020224905
7545,having fun qop,O,0.032578774
7546,xdd,O,0.006944703
7547,u sure?,O,0.03634982
7548,,O,0.004165188
7549,ikr,O,0.010904744
7550,no luck [SEPA] just skill,O,0.016274193
7551,gg wp,O,0.004298163
7552,have a nice day ES,O,0.010010465
7553,pro,O,0.009051273
7554,u have to exprinece new meta,O,0.25451276
7555,LOL,O,0.003834314
7556,no,O,0.010562891
7557,u betcha [SEPA] best of friends id say!,O,0.16684714
7558,she is retarded [SEPA] af,E,0.95397156
7559,Bye.,O,0.005585699
7560,DEF [SEPA] hahahaha [SEPA] lols [SEPA] aim me im just support,O,0.03218271
7561,k,O,0.004262147
7562,es?,O,0.004689639
7563,moce silence,O,0.029504659
7564,commend me,A,0.012103174
7565,yeah ez kill clock [SEPA] wp clock [SEPA] shit omni,E,0.9816379
7566,lol,O,0.003834314
7567,WHAT A PLAYER,O,0.06519269
7568,kukita,O,0.01688663
7569,lol [SEPA] WARD,O,0.008272685
7570,GOOOD GAME,O,0.52268434
7571,ty [SEPA] wp,O,0.005780833
7572,I just kidding  [SEPA] its gg,O,0.02279741
7573,gg,O,0.003705064
7574,kale,O,0.005305187
7575,ty,O,0.006772118
7576,we won,I,0.004126401
7577,hi,O,0.006295532
7578,:D,O,0.004515493
7579,maybe not stand so close then,O,0.007673448
7580,ez mid,I,0.9909566
7581,i had to solo while these fucks didnt realise i just got the gem,E,0.94046116
7582,gg,O,0.003705064
7583,follow me on instagram i have big boobs too,O,0.5586117
7584,looooollll ez,I,0.9839532
7585,:D,O,0.004515493
7586,was actually pretty funny,O,0.06421133
7587,talk about my ds nigga,E,0.58127487
7588,very stupid WK,E,0.9713666
7589,GG,O,0.003705064
7590,fucking idiotly team,E,0.9895537
7591,this cunt ingame too,E,0.037562285
7592,oh wat a combo,O,0.039296392
7593,can't swin [SEPA] retard team,E,0.95884854
7594,k,O,0.004262147
7595,sorry,O,0.012316757
7596,gg [SEPA] afk 2 [SEPA] 4k mmr [SEPA] mm [SEPA] tasty shit,E,0.9771179
7597,commend,A,0.009453964
7598,feed ),I,0.16248642
7599,fucker,E,0.9777478
7600,hook top,O,0.011282067
7601,thx for throw,O,0.012755783
7602,fkn internet,O,0.7465412
7603,hahaha,O,0.006264759
7604,lovely pudge,O,0.020959726
7605,Gg,O,0.003705064
7606,Fuck [SEPA] fucking zeus,O,0.98263574
7607,y,O,0.003734767
7608,keep talkin,O,0.027281025
7609,too pro,O,0.009009076
7610,gg,O,0.003705064
7611,are you sure? [SEPA] haha,O,0.018685456
7612,amen,O,0.013035973
7613,EZ OF MY LIFE [SEPA] EZZZ,I,0.98935694
7614,baby?,O,0.56094414
7615,lol,O,0.003834314
7616,ez,I,0.9906709
7617,lol,O,0.003834314
7618,noob?,E,0.98624724
7619,nope,O,0.009852266
7620,LOL,O,0.003834314
7621,:=,O,0.005173903
7622,yolo,O,0.009916746
7623,wait la,O,0.005613226
7624,xd,O,0.005783994
7625,you arent [SEPA] even funny [SEPA] stop trying so hard,I,0.08398462
7626,same,O,0.006229623
7627,nice slark yes [SEPA] pro slark,O,0.039950717
7628,NOOB ENEMY,E,0.98373485
7629,lol clok [SEPA] cock,E,0.17922409
7630,haha [SEPA] Free hit,E,0.03177832
7631,wk you mean?,O,0.013132891
7632,:)),O,0.006101526
7633,yes,O,0.00538252
7634,11 11,O,0.604114
7635,gg,O,0.003705064
7636,sure,O,0.010359842
7637,noob? [SEPA] u noob Wr,E,0.98769367
7638,wp mag [SEPA] ez zeus,I,0.9681553
7639,k i report,A,0.011127936
7640,cmon,O,0.008709922
7641,wp potm [SEPA] commending potm,A,0.025792154
7642,report pudge,A,0.030724924
7643,lol,O,0.003834314
7644,fucking ember,E,0.9875009
7645,can we go now?,O,0.008710519
7646,how many low prio u guys left ? [SEPA] we end ur suffer,O,0.037014533
7647,CAPS LOCK [SEPA] 4HEAD,O,0.32921413
7648,BKB [SEPA] WR,O,0.027890677
7649,last games bh,O,0.014931023
7650,ow,O,0.018521199
7651,go ff tards,A,0.09089577
7652,reborn,O,0.03350219
7653,lalalal [SEPA] bad game heeeeeeeeeeeeeeeee,O,0.06627637
7654,test your might,O,0.026474768
7655,CRY,O,0.056031886
7656,fuck u,O,0.98172337
7657,HAHAHHA [SEPA] no silence [SEPA] FROM QOP [SEPA] XDDDD [SEPA] HAHAHHAAH [SEPA] BLINK INTO TA [SEPA] WTF IS THIS,O,0.028640794
7658,all lanes lost,E,0.021948013
7659,hunt hunt hunt,O,0.045536883
7660,gg necro [SEPA] hahaha [SEPA] burn burn burn,O,0.101660036
7661,gg,O,0.003705064
7662,GG [SEPA] GG [SEPA] EZ mid,I,0.9823683
7663,DC,O,0.008496941
7664,one day,O,0.008621944
7665,does he have tp [SEPA] YES! [SEPA] WTF,O,0.014333931
7666,AGHAHAHHAHA [SEPA] gg fail mid,I,0.013917808
7667,ez game [SEPA] lion u called gg?,I,0.9862585
7668,dun run,O,0.010746582
7669,easiest game of my life,I,0.3590603
7670,NOOB,E,0.9852373
7671,owned,O,0.03669887
7672,gg,O,0.003705064
7673,bad spokesman,I,0.18180476
7674,blame time [SEPA] gg boys,I,0.07080434
7675,Rq shits,E,0.97480905
7676,hehe ^_^,O,0.005043502
7677,can u shut the fuck up u rat,E,0.9699828
7678,gg,O,0.003705064
7679,pa reci,O,0.009527146
7680,ez,I,0.9906709
7681,gg [SEPA] Antifun wins again,O,0.822192
7682,"yeah had 1k ping for a good 10 minutes , 3 of us did [SEPA] pretty unfortunate",O,0.15294313
7683,?,O,0.005423264
7684,:>,O,0.005230494
7685,sorry clinkz))0,O,0.102462865
7686,GG,O,0.003705064
7687,gg,O,0.003705064
7688,hahaha,O,0.006264759
7689,THEY WILL SMOKE [SEPA] CARE,O,0.026942527
7690,you got baited [SEPA] ?,O,0.015909169
7691,sad,O,0.01009729
7692,Gg,O,0.003705064
7693,report pls mider,A,0.02665017
7694,and he got treads [SEPA] :D,O,0.011651732
7695,no [SEPA] report alche [SEPA] for noob,A,0.98960507
7696,yeah bitches [SEPA] fuckin get greedy,E,0.979415
7697,WOW [SEPA] MMore ulties?,O,0.0368033
7698,riki pro [SEPA] haaa,O,0.03199922
7699,sad [SEPA] blame time,O,0.06766241
7700,??,O,0.006067504
7701,gg,O,0.003705064
7702,have  abreak [SEPA] have a kit kat,O,0.018176965
7703,sf not his fault [SEPA] lion was really good,O,0.035625428
7704,qop lord,O,0.013302109
7705,liar,O,0.13998486
7706,100% white [SEPA] ^^,O,0.019001951
7707,1 on 5 [SEPA] go,O,0.25158983
7708,THIS TAEM [SEPA] XDDDD [SEPA] WTF IOS THIS SHTI,E,0.083121434
7709,game is over [SEPA] now i dont have to play with idiot lion,E,0.9286778
7710,a fucking idiot [SEPA] i just wanted some fun [SEPA] im on like a 4 winning streak withj pudge [SEPA] ggwp,E,0.9818564
7711,thats jugger talk first,O,0.22677808
